,EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,Salary,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,MeanHrsWorked,MaxHrsWorked,SumHrsWorked,StdHrsWorked,SickDays,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,PaytoEffortRatio,SatisfactionRatio,DevelopmentRatio,FlightRatio,AgeGroup
1893,1910,29,0,Travel_Frequently,Research & Development,18.019759,1,Life Sciences,Male,1,Sales Representative,Married,267542.85699288,1.0,12,0,3.0,5,3,0,2,7.516054216867222,8.601944444444445,1871.4975,0.8821143220655556,3,3.0,3.0,3.0,3,3,142.9565665959372,2.384698591352481,6.0,0.1111111111111111,24-29
1894,1911,35,0,Travel_Rarely,Human Resources,0.621371,3,Human Resources,Male,3,Laboratory Technician,Married,190534.765617,1.0,15,3,5.0,5,5,1,0,5.899788041053055,7.148055555555556,1469.0472222222222,1.6753280351119446,18,3.0,3.0,3.0,2,3,129.6995513383013,4.576435596011812,5.5,0.0666666666666666,30-35
1895,1912,52,0,Travel_Rarely,Research & Development,3.106855,4,Other,Male,1,Laboratory Technician,Married,40559.17387284,2.0,17,2,26.0,3,9,7,8,6.881817269076112,7.798333333333333,1713.5725,1.029738417631389,5,4.0,4.0,3.0,3,3,23.669365534776027,2.384698591352481,0.75,0.0192307692307692,48-53
1896,1913,58,1,Travel_Rarely,Sales,5.592339,2,Medical,Female,4,Sales Executive,Single,82999.31252508001,4.0,14,1,7.0,2,1,0,0,7.342593708165834,8.409444444444446,1828.305833333333,1.1893923102247224,6,4.0,3.0,3.0,1,3,45.39684281035039,4.902899633403893,7.0,0.1428571428571428,54-59
1897,1914,53,0,Travel_Rarely,Research & Development,5.592339,3,Technical Degree,Male,1,Manager,Divorced,54617.64396480001,6.0,16,1,22.0,3,17,15,2,5.9845470771975,7.263333333333334,1490.1522222222222,1.7940165640194448,20,3.0,3.0,4.0,3,3,36.65239238669876,6.015492824372337,0.3125,0.0909090909090909,48-53
1898,1915,30,0,Travel_Rarely,Sales,1.864113,4,Marketing,Male,1,Sales Executive,Divorced,89645.38807896,5.0,14,1,10.0,3,8,7,7,7.785269968763889,8.696944444444446,1938.532222222222,1.355996109471111,7,3.0,3.0,4.0,2,3,46.24395047516707,4.624117101197445,0.625,0.1666666666666666,30-35
1899,1916,38,0,Non-Travel,Sales,2.485484,3,Life Sciences,Male,2,Research Director,Single,139999.51187712,1.0,23,1,6.0,2,5,1,3,7.847051539491112,9.1525,1953.9158333333328,1.463976813680833,8,3.0,4.0,3.0,3,4,71.6507382195088,4.5877104054721976,2.5,0.0555555555555555,36-41
1900,1917,35,0,Travel_Rarely,Sales,0.621371,2,Life Sciences,Female,2,Healthcare Representative,Divorced,152399.94634872,6.0,14,2,12.0,2,10,0,8,6.64682507809,7.999722222222222,1655.0594444444444,2.091595118373889,22,4.0,4.0,3.0,1,3,92.08125234430857,7.221492883605875,6.0,0.125,30-35
1901,1918,39,0,Travel_Rarely,Sales,0.621371,1,Marketing,Male,2,Research Scientist,Single,32603.3895096,0.0,11,1,9.0,2,8,0,7,6.131430165104723,7.575555555555556,1526.726111111111,1.5861300227027777,15,1.0,3.0,3.0,2,3,21.35510048090558,1.467846775980736,5.0,0.0,36-41
1902,1919,40,1,Non-Travel,Research & Development,1.242742,4,Life Sciences,Male,1,Human Resources,Single,91191.9591198,4.0,15,0,22.0,2,1,0,0,8.810211958946667,10.316944444444443,2193.742777777778,2.484059638776111,18,2.0,2.0,2.0,3,3,41.569121067227314,0.9080371774570184,3.0,0.0909090909090909,36-41
1903,1920,47,0,Travel_Frequently,Research & Development,4.349597,4,Life Sciences,Male,3,Sales Executive,Divorced,96570.12508164,1.0,11,0,20.0,3,19,2,7,9.706025211958888,10.911666666666669,2416.800277777778,2.009120923241112,10,3.0,3.0,4.0,3,3,39.957842594438624,3.7090363164979263,2.0,0.0166666666666666,42-47
1904,1921,36,0,Non-Travel,Sales,17.398388,1,Life Sciences,Male,2,Research Scientist,Divorced,68244.18881112,4.0,13,1,12.0,3,7,0,7,6.573231816153333,7.5505555555555555,1636.7347222222222,1.1660135356236112,7,1.0,4.0,3.0,3,3,41.69532660641775,1.825586003297602,6.0,0.3333333333333333,36-41
1905,1922,31,1,Non-Travel,Research & Development,17.398388,4,Medical,Male,2,Research Scientist,Single,36128.45683692,0.0,21,0,4.0,2,3,1,2,7.769093038821945,9.051944444444445,1934.5041666666664,1.8467301218583327,13,3.0,1.0,3.0,3,4,18.6758227040538,1.1584363779693778,2.0,0.0,30-35
1906,1923,33,0,Non-Travel,Sales,9.320565,3,Other,Male,4,Research Director,Single,270803.19594384,1.0,19,2,10.0,4,10,6,0,7.373640116019445,8.71888888888889,1836.036388888889,2.0214268206897223,17,4.0,3.0,3.0,3,3,147.4933708191489,4.882256176537416,1.4285714285714286,0.025,30-35
1907,1924,29,1,Travel_Rarely,Human Resources,1.864113,5,Life Sciences,Male,1,Sales Executive,Single,37939.75625412,6.0,11,1,3.0,2,0,0,0,10.17472445336889,11.004166666666666,2533.506388888889,1.1639169197463888,3,4.0,1.0,3.0,2,3,14.975196597297357,1.179393118211349,4.0,0.5,24-29
1908,1925,33,0,Travel_Rarely,Research & Development,1.242742,2,Technical Degree,Male,2,Laboratory Technician,Single,48473.15901876,3.0,12,0,5.0,3,3,0,2,6.972995314591667,8.287500000000001,1736.2758333333334,1.9717646383361112,18,2.0,4.0,3.0,3,3,27.91789074533184,3.4418494373254025,5.0,0.3,30-35
1909,1926,45,0,Travel_Rarely,Research & Development,16.155646,1,Medical,Female,3,Healthcare Representative,Divorced,38929.00439736,3.0,19,1,8.0,2,5,0,2,6.3804294957605565,7.711666666666667,1588.7269444444444,2.0077061594544445,22,4.0,4.0,3.0,3,3,24.503269446955173,7.523004530007479,6.0,0.09375,42-47
1910,1927,50,0,Travel_Rarely,Sales,6.21371,1,Life Sciences,Female,1,Manufacturing Director,Divorced,73134.69723755999,9.0,21,2,32.0,2,5,1,3,6.949890673806111,8.158055555555556,1730.5227777777775,1.7854220487036112,15,4.0,4.0,2.0,2,4,42.26162069445553,4.604388975585882,2.5,0.0703125,48-53
1911,1928,33,0,Travel_Frequently,Sales,0.621371,3,Marketing,Male,2,Human Resources,Married,30318.36562944,1.0,14,1,6.0,2,6,1,2,8.722841365461667,9.732222222222225,2171.9875,1.5169314163972225,7,3.0,2.0,3.0,2,3,13.958812207455152,2.063547787452779,2.5,0.0555555555555555,30-35
1912,1929,41,0,Travel_Frequently,Sales,6.835081,3,Other,Male,1,Laboratory Technician,Divorced,235078.79820768,2.0,15,1,21.0,2,18,0,11,7.256364346273889,8.65138888888889,1806.834722222222,2.167750588028889,20,1.0,3.0,4.0,3,3,130.10531362744518,1.653720710173814,4.0,0.0952380952380952,36-41
1913,1930,27,0,Travel_Rarely,Research & Development,12.42742,4,Other,Male,2,Manufacturing Director,Married,48556.7574534,9.0,17,2,4.0,2,2,2,2,6.95025769745639,7.913611111111111,1730.6141666666667,1.0421649227558334,5,3.0,2.0,3.0,3,3,28.05752916429957,2.5898320297659643,2.0,0.75,24-29
1914,1931,45,0,Non-Travel,Sales,1.242742,3,Medical,Female,1,Sales Executive,Married,92571.33329136,1.0,12,0,9.0,3,9,0,8,8.516719098616667,9.62138888888889,2120.663055555556,1.2521105402966668,5,4.0,1.0,3.0,4,3,43.6520705393761,1.408993282630292,4.0,0.0277777777777777,42-47
1915,1932,47,0,Travel_Rarely,Sales,11.184678,4,Medical,Female,2,Research Scientist,Single,77774.41036008,1.0,16,0,9.0,3,9,0,7,7.7259448906736115,8.663055555555557,1923.7602777777777,1.5245250701091668,9,4.0,4.0,3.0,3,3,40.42832740569981,6.212832304556468,5.0,0.0277777777777777,42-47
1916,1933,30,1,Travel_Rarely,Sales,1.242742,3,Life Sciences,Male,2,Healthcare Representative,Married,55732.28976,4.0,12,0,7.0,5,5,0,1,9.773067826862778,11.27361111111111,2433.4938888888887,2.6658767855347225,17,1.0,3.0,3.0,2,3,22.902169598398647,0.920898141652319,7.0,0.5714285714285714,30-35
1917,1934,50,0,Travel_Rarely,Research & Development,0.621371,3,Technical Degree,Female,2,Sales Executive,Married,188040.74565024,3.0,18,1,22.0,3,12,1,5,9.22570169567139,10.3775,2297.1997222222226,1.5985605202516666,7,4.0,3.0,3.0,3,3,81.85650722103372,3.902142209615433,3.0,0.034090909090909,48-53
1918,1935,38,0,Travel_Frequently,Research & Development,8.077823,3,Technical Degree,Male,1,Manufacturing Director,Married,44725.1625324,0.0,17,2,3.0,5,2,0,2,7.141634315037779,8.521944444444445,1778.2669444444443,2.0230634587600003,18,3.0,3.0,2.0,2,3,25.15098347417843,2.5204314875235645,8.0,0.0,36-41
1919,1936,46,0,Travel_Rarely,Research & Development,17.398388,3,Medical,Female,3,Human Resources,Divorced,265355.3646198,6.0,11,3,13.0,2,8,0,7,6.771051985720556,7.883055555555556,1685.9919444444445,1.0174996504505556,5,4.0,3.0,3.0,3,3,157.38827548623783,5.316751381605141,8.0,0.1153846153846153,42-47
1920,1937,24,0,Travel_Rarely,Sales,17.398388,3,Life Sciences,Female,1,Healthcare Representative,Divorced,165092.97534156,1.0,16,1,5.0,3,4,3,2,6.236465863453612,7.504444444444444,1552.88,1.4358693931516666,12,4.0,3.0,3.0,3,3,106.31405861467724,5.772500128793141,1.25,0.05,24-29
1921,1938,35,1,Travel_Rarely,Sales,14.912904,3,Medical,Male,3,Healthcare Representative,Divorced,28841.459950800003,1.0,13,3,5.0,1,4,0,2,9.218939089691943,10.15,2295.5158333333334,1.0650353381816668,3,3.0,2.0,1.0,2,3,12.56426095258909,0.6508341080926366,7.0,0.0666666666666666,30-35
1922,1939,31,0,Travel_Frequently,Research & Development,3.106855,2,Technical Degree,Male,2,Sales Executive,Married,90592.83700488,1.0,12,0,4.0,3,4,0,3,5.970400490852223,7.017222222222222,1486.6297222222222,1.3761666827961112,12,3.0,1.0,3.0,3,3,60.938400228848735,1.507436563726285,5.0,0.0833333333333333,30-35
1923,1940,18,0,Non-Travel,Sales,3.106855,4,Other,Male,2,Manager,Single,45003.8239812,1.0,12,1,0.0,3,0,0,0,5.788684738955556,7.0377777777777775,1441.3825,1.7819941528036114,21,2.0,4.0,3.0,3,3,31.2226796018406,4.146019533330171,6.0,0.0833333333333333,18-23
1924,1941,54,0,Travel_Rarely,Sales,14.291533,3,Medical,Female,1,Laboratory Technician,Married,189531.58440132,8.0,13,1,22.0,2,10,0,8,6.3086958946897225,7.427222222222222,1570.8652777777777,1.3916510109277778,11,3.0,3.0,3.0,3,3,120.65425793193457,4.279806865112481,4.0,0.1212121212121212,54-59
1925,1942,35,0,Travel_Rarely,Research & Development,3.728226,4,Medical,Female,1,Manufacturing Director,Divorced,167141.13699024002,1.0,19,2,16.0,3,16,10,1,9.251898705934725,10.162777777777778,2303.722777777778,1.8150365950033327,9,3.0,3.0,2.0,3,3,72.55262595070926,1.9455465923393345,0.5454545454545454,0.0208333333333333,30-35
1926,1943,30,0,Travel_Rarely,Research & Development,2.485484,3,Life Sciences,Female,5,Healthcare Representative,Married,78094.87102620001,0.0,12,1,9.0,0,8,1,7,9.895960508701387,10.907222222222222,2464.0941666666668,1.4500148681036114,5,2.0,1.0,2.0,2,3,31.69313579109024,0.4042053317091204,3.0,0.0,30-35
1927,1944,20,1,Travel_Rarely,Research & Development,1.242742,2,Life Sciences,Female,2,Research Scientist,Single,89129.86439867999,1.0,17,1,1.0,3,1,0,0,7.643934627398334,9.08138888888889,1903.3397222222225,2.2808970161277777,20,4.0,1.0,3.0,3,3,46.82814284704647,1.569872138491101,6.0,0.25,18-23
1928,1945,30,1,Travel_Frequently,Research & Development,4.970968,4,Medical,Male,1,Sales Executive,Single,266734.73879136,0.0,11,0,4.0,3,3,1,2,7.3814457831325,8.360000000000001,1837.98,1.295698511532778,7,2.0,2.0,3.0,3,3,145.1238527031633,1.6256977769072634,2.0,0.0,30-35
1929,1946,26,0,Travel_Rarely,Sales,0.621371,3,Marketing,Female,2,Research Scientist,Married,244999.14578496,1.0,20,0,8.0,2,8,1,3,7.429529228023056,8.575000000000001,1849.9527777777776,1.969650448408056,16,4.0,4.0,3.0,3,4,132.43535117650993,6.460705453442634,2.0,0.03125,24-29
1930,1947,22,0,Travel_Rarely,Research & Development,4.970968,3,Other,Male,2,Sales Representative,Married,68369.58646307999,1.0,21,1,4.0,2,4,1,1,6.80390450691639,8.29138888888889,1694.1722222222222,1.8710923745269443,17,2.0,1.0,2.0,3,4,40.35574752453476,0.5878977278316987,2.5,0.125,18-23
1931,1948,48,0,Travel_Rarely,Human Resources,1.242742,4,Medical,Male,2,Sales Executive,Single,63451.21189176,2.0,11,2,19.0,3,2,2,2,7.567716421240278,8.896111111111113,1884.361388888889,1.8731609184688889,14,1.0,3.0,3.0,3,3,33.67252813918773,1.1892623215557785,2.333333333333333,0.1052631578947368,48-53
1932,1949,48,0,Travel_Rarely,Sales,1.864113,3,Medical,Male,1,Research Director,Single,75447.5872626,7.0,11,1,27.0,1,15,4,8,6.005153949129722,7.2025,1495.2833333333333,1.7527565512716667,19,3.0,3.0,3.0,3,3,50.45705090179119,4.496137855701916,0.6,0.0864197530864197,48-53
1933,1950,41,0,Travel_Rarely,Research & Development,1.242742,3,Life Sciences,Male,2,Research Scientist,Single,66056.69643804,6.0,16,0,8.0,3,2,2,1,6.773713743864167,7.862777777777778,1686.6547222222223,1.014187275347778,5,4.0,3.0,3.0,3,3,39.16432662104557,5.314662142699768,1.6666666666666667,0.1875,36-41
1934,1951,39,0,Travel_Rarely,Sales,1.242742,3,Life Sciences,Male,3,Human Resources,Married,29468.4482106,1.0,18,0,21.0,3,21,11,8,6.981834002677223,7.879722222222222,1738.4766666666667,0.9430927645658334,4,4.0,4.0,3.0,4,3,16.950729782932566,6.874984421227164,0.5,0.0119047619047619,36-41
1935,1952,27,0,Travel_Rarely,Research & Development,1.864113,3,Life Sciences,Male,2,Human Resources,Married,44042.44198284,0.0,13,2,4.0,0,3,2,2,7.034967648371111,8.184166666666668,1751.7069444444444,1.3941357173544444,9,1.0,4.0,3.0,3,3,25.142585706199903,1.7057647738832886,1.3333333333333333,0.0,24-29
1936,1953,35,0,Travel_Rarely,Sales,14.912904,3,Medical,Male,5,Sales Executive,Divorced,80045.5011678,1.0,17,3,3.0,4,3,1,2,6.487501115573334,8.024722222222222,1615.3877777777775,1.7322719205586112,16,2.0,4.0,2.0,3,3,49.551879907074266,2.466280886116811,6.0,0.1666666666666666,30-35
1937,1954,42,0,Travel_Rarely,Research & Development,14.291533,4,Other,Male,1,Research Scientist,Married,33063.18090012,6.0,14,1,21.0,3,1,0,0,7.493730477465278,8.735833333333334,1865.9388888888889,1.988147867775278,16,4.0,3.0,3.0,4,3,17.719326767345603,2.384698591352481,5.0,0.0714285714285714,42-47
1938,1955,50,0,Travel_Rarely,Sales,16.777017,3,Medical,Male,2,Sales Executive,Married,46118.4697764,4.0,22,1,8.0,3,1,0,0,5.710493083444723,7.1402777777777775,1421.9127777777778,1.6713876853655556,19,1.0,4.0,3.0,4,4,32.43410601350372,2.1013947175225853,6.0,0.5,48-53
1939,1956,59,0,Travel_Rarely,Research & Development,9.941936,4,Medical,Female,5,Laboratory Technician,Single,260060.7970926,3.0,12,0,30.0,3,5,4,3,9.911811691209168,10.884166666666667,2468.041111111111,1.4490256052822224,5,3.0,4.0,3.0,2,3,105.37133920573984,3.6320302606160855,1.6,0.0333333333333333,54-59
1940,1957,37,1,Travel_Rarely,Sales,9.320565,3,Marketing,Male,2,Laboratory Technician,Married,62489.829893400005,5.0,11,1,15.0,2,1,0,0,6.382029228023056,7.4375,1589.1252777777777,1.1994193051866666,8,1.0,2.0,1.0,4,3,39.32341318035377,0.3133799499410213,5.0,0.3333333333333333,36-41
1941,1958,55,0,Travel_Frequently,Research & Development,16.155646,2,Life Sciences,Female,2,Sales Executive,Married,38859.33903516,3.0,13,1,17.0,2,8,6,7,8.380700580098056,9.386111111111113,2086.7944444444447,1.350440821445278,6,3.0,2.0,3.0,2,3,18.621546141553623,2.147791801886495,0.7142857142857143,0.0588235294117647,54-59
1942,1959,41,0,Non-Travel,Research & Development,11.806049,1,Life Sciences,Male,2,Research Scientist,Divorced,81201.94618032,1.0,13,0,21.0,0,21,5,10,5.909099732262223,7.144444444444445,1471.3658333333333,1.52570484915,15,2.0,3.0,3.0,3,3,55.18814175286341,3.046149297789721,0.3333333333333333,0.0238095238095238,36-41
1943,1960,38,0,Travel_Rarely,Research & Development,14.912904,2,Other,Female,1,Laboratory Technician,Single,32408.326495440004,8.0,14,0,19.0,3,1,0,0,8.159860553324167,9.320833333333333,2031.8052777777773,1.4240729793483335,7,2.0,4.0,3.0,4,3,15.950508077666568,2.941226733368975,4.0,0.2105263157894736,36-41
1944,1961,26,1,Non-Travel,Research & Development,13.048791,1,Life Sciences,Female,1,Manufacturing Director,Single,188444.804751,8.0,17,1,7.0,4,2,2,2,7.216710174029445,8.528611111111113,1796.9608333333333,1.9192099897925,16,2.0,1.0,3.0,2,3,104.86862109367064,0.8314037636694926,2.0,0.5714285714285714,24-29
1945,1962,52,1,Travel_Rarely,Research & Development,3.106855,4,Medical,Female,4,Human Resources,Married,19784.9628648,1.0,13,1,33.0,2,32,6,9,5.800312360553056,6.828333333333333,1444.2777777777778,1.1647129019408335,9,1.0,4.0,3.0,4,3,13.698862621317843,2.0688540985499286,1.0,0.0303030303030303,48-53
1946,1963,44,0,Travel_Rarely,Research & Development,9.941936,3,Life Sciences,Female,1,Healthcare Representative,Married,111743.2409688,3.0,11,1,23.0,2,12,11,11,10.246797188755,11.602222222222222,2551.4525,2.614809337789445,15,4.0,4.0,3.0,3,3,43.795932304755816,4.684390557927308,0.3333333333333333,0.0326086956521739,42-47
1947,1964,50,0,Non-Travel,Human Resources,1.242742,2,Life Sciences,Male,1,Laboratory Technician,Married,51385.17115872,0.0,11,0,19.0,3,18,0,13,5.983730477465278,7.546388888888889,1489.9488888888889,1.7954620660386111,20,4.0,3.0,3.0,2,3,34.48787508210423,6.01631375871222,4.0,0.0,48-53
1948,1965,36,1,Travel_Rarely,Sales,1.242742,4,Technical Degree,Male,4,Sales Executive,Single,76381.10311608,1.0,18,0,18.0,3,17,15,14,7.466047523426945,8.79027777777778,1859.045833333333,1.5588683656108335,10,3.0,1.0,3.0,3,3,41.08618612114908,1.205457100528737,0.4375,0.0185185185185185,36-41
1949,1966,39,0,Travel_Frequently,Sales,6.835081,3,Marketing,Male,1,Sales Executive,Single,223138.1551266,1.0,11,0,21.0,3,21,2,8,10.080995091476945,11.49,2510.1677777777777,2.7474487253869446,17,4.0,1.0,3.0,4,3,88.8937214085911,1.1903586789904792,1.3333333333333333,0.0119047619047619,36-41
1950,1967,33,0,Non-Travel,Sales,5.592339,2,Technical Degree,Male,5,Sales Representative,Single,16719.686928000003,0.0,11,1,3.0,3,2,2,2,7.1224743418116665,8.291944444444445,1773.496111111111,1.832260923285,15,2.0,4.0,2.0,3,3,9.42752951261053,2.246410338900604,3.0,0.0,30-35
1951,1968,45,0,Travel_Rarely,Research & Development,4.349597,2,Other,Male,1,Human Resources,Married,78875.12308284,3.0,12,0,26.0,2,9,1,1,7.0466030789825,8.240277777777779,1754.6041666666667,1.6176616515580555,12,4.0,4.0,4.0,2,3,44.95322909934957,9.0823903776969,1.5,0.0288461538461538,42-47
1952,1969,32,0,Non-Travel,Research & Development,9.320565,3,Medical,Male,2,Manager,Single,96542.25893676,9.0,20,0,10.0,6,8,7,7,6.793915662650556,8.163611111111113,1691.685,1.748468710633889,15,4.0,3.0,3.0,1,4,57.0686971491501,5.298858830101385,1.0,0.225,30-35
1953,1970,34,0,Travel_Rarely,Sales,3.728226,4,Marketing,Male,2,Research Director,Divorced,133938.62536571998,0.0,12,1,16.0,5,15,0,9,6.637930611334167,7.865555555555556,1652.844722222222,1.7642123131525005,16,2.0,4.0,2.0,2,3,81.03521375295422,2.4103897640448726,8.0,0.0,30-35
1954,1971,59,0,Travel_Rarely,Research & Development,3.106855,3,Life Sciences,Male,2,Research Scientist,Married,79056.25302455999,3.0,12,0,14.0,6,6,0,4,7.906682284694168,8.775555555555556,1968.763888888889,1.2773888753869445,6,2.0,4.0,1.0,3,3,40.15527380948508,1.011802385873842,8.0,0.1071428571428571,54-59
1955,1972,45,0,Travel_Rarely,Research & Development,9.941936,1,Medical,Male,2,Sales Executive,Single,76408.96926096,1.0,20,3,6.0,6,6,0,4,6.544084114234445,7.4925,1629.4769444444444,1.0675835529713888,6,2.0,2.0,3.0,3,4,46.89171548052247,1.8337172613503012,11.0,0.0833333333333333,42-47
1956,1973,53,0,Travel_Frequently,Sales,4.970968,2,Medical,Male,2,Research Scientist,Married,168046.78669883998,2.0,20,1,30.0,2,15,6,12,7.207096162427223,8.485555555555557,1794.5669444444443,2.092534565643889,19,3.0,2.0,3.0,4,4,93.64197151801618,2.4975384807322896,0.7142857142857143,0.0222222222222222,48-53
1957,1974,36,1,Travel_Rarely,Research & Development,4.349597,2,Life Sciences,Female,1,Research Scientist,Divorced,78861.19001040001,7.0,12,0,9.0,3,1,0,0,5.594145470771945,6.917222222222223,1392.9422222222222,1.6799683367075002,20,1.0,3.0,2.0,3,3,56.61483208154124,1.0725498704580614,4.0,0.7777777777777778,36-41
1958,1975,26,1,Travel_Frequently,Sales,1.242742,3,Life Sciences,Male,2,Research Scientist,Married,67171.34223324,6.0,14,2,6.0,2,3,1,2,7.966096608656668,8.945277777777779,1983.558055555556,1.3859987425272222,7,1.0,1.0,3.0,3,3,33.864066668029345,0.3765959851327856,3.0,1.0,24-29
1959,1976,34,0,Travel_Rarely,Research & Development,1.242742,2,Life Sciences,Male,1,Sales Representative,Married,89310.9943404,1.0,13,1,1.0,5,1,0,0,9.083039937527776,9.987777777777778,2261.676944444445,1.0490092370705555,3,3.0,3.0,3.0,2,3,39.48883794380201,2.9725730796851333,7.0,0.3333333333333333,30-35
1960,1977,28,0,Travel_Rarely,Research & Development,6.21371,3,Other,Male,2,Sales Representative,Married,72591.3074124,1.0,15,0,1.0,1,1,0,0,7.615520972780001,8.593055555555557,1896.2647222222224,1.3318874093997222,7,4.0,2.0,3.0,4,3,38.281209665352335,3.1514587230187803,3.0,0.25,24-29
1961,1978,38,0,Travel_Frequently,Sales,5.592339,4,Medical,Male,2,Research Scientist,Married,37549.6302258,3.0,14,1,8.0,4,2,2,2,7.29847278000889,8.378611111111113,1817.3197222222225,1.443256149174167,9,3.0,3.0,3.0,1,3,20.662093613271438,3.6994040827219625,2.333333333333333,0.125,36-41
1962,1979,50,0,Travel_Rarely,Research & Development,3.106855,4,Life Sciences,Male,1,Sales Executive,Married,165497.03444232,2.0,13,1,29.0,2,8,7,7,9.48016845158389,10.470833333333331,2360.5619444444446,1.0883059174508334,3,2.0,3.0,2.0,3,3,70.10916821387185,1.265800292609264,0.5,0.0344827586206896,48-53
1963,1980,37,0,Travel_Rarely,Research & Development,0.621371,3,Life Sciences,Male,1,Laboratory Technician,Single,237809.68040592,3.0,23,0,8.0,6,4,0,1,6.7505934850511125,8.107777777777779,1680.8977777777775,1.9669033856897224,19,4.0,2.0,2.0,3,4,141.4777766678442,2.370161976933033,7.0,0.09375,36-41
1964,1981,40,0,Travel_Rarely,Human Resources,1.242742,3,Medical,Male,5,Sales Executive,Married,34205.692840200005,1.0,15,1,8.0,2,7,7,5,5.516028558678889,6.924166666666666,1373.4911111111112,1.790104876762778,23,3.0,1.0,2.0,3,3,24.90419673158909,1.0877391108789007,1.0,0.0416666666666666,36-41
1965,1982,26,0,Travel_Frequently,Research & Development,1.864113,3,Medical,Male,2,Laboratory Technician,Divorced,194561.42355216,1.0,11,2,5.0,1,5,1,3,7.3337672913875,8.889166666666668,1826.108055555556,1.680818134578889,12,1.0,3.0,3.0,2,3,106.54431043127327,1.227200106358605,2.5,0.2,24-29
1966,1983,46,0,Travel_Rarely,Research & Development,1.242742,1,Medical,Female,3,Research Scientist,Divorced,68843.31092604,9.0,13,2,23.0,2,2,2,2,7.148515171798056,8.336944444444445,1779.9802777777777,1.4189966215622225,9,4.0,4.0,3.0,2,3,38.67644590533759,6.714681139569663,2.333333333333333,0.0978260869565217,42-47
1967,1984,54,0,Travel_Rarely,Research & Development,3.106855,3,Medical,Female,2,Manufacturing Director,Married,34526.15350632,6.0,11,0,13.0,0,9,7,0,7.048322177599167,8.665000000000001,1755.032222222222,2.105883914400556,20,3.0,3.0,3.0,3,3,19.672660746138884,3.830698898215925,0.25,0.1538461538461538,54-59
1968,1985,56,0,Travel_Frequently,Research & Development,0.621371,2,Life Sciences,Female,2,Manufacturing Director,Married,72842.10271631999,2.0,11,0,18.0,4,5,0,3,6.57432507809,7.744722222222222,1637.0069444444443,1.5085814402647222,12,1.0,3.0,3.0,3,3,44.497125051012304,1.3689618163230095,6.0,0.1111111111111111,54-59
1969,1986,36,0,Travel_Rarely,Research & Development,2.485484,2,Life Sciences,Female,2,Human Resources,Single,62392.29838632,0.0,18,1,15.0,3,14,7,8,6.190346943328612,7.413888888888889,1541.3963888888889,1.6530782676300002,16,4.0,4.0,2.0,3,3,40.47777640850405,5.1693386966762285,0.75,0.0,36-41
1970,1987,55,0,Non-Travel,Research & Development,1.242742,3,Medical,Female,2,Manager,Single,105152.89770467998,7.0,16,0,31.0,2,9,6,2,5.908227353859722,6.9675,1471.1486111111112,1.0530272081058334,7,3.0,1.0,4.0,2,3,71.47673383266248,2.0310660509976226,0.5714285714285714,0.075268817204301,54-59
1971,1988,43,0,Travel_Rarely,Sales,15.534275,2,Life Sciences,Male,3,Research Scientist,Divorced,70431.68118419999,5.0,22,0,18.0,2,1,0,0,7.503960285586667,8.81,1868.486111111111,1.7915989749886112,13,3.0,4.0,3.0,2,4,37.69451684193531,4.797466754874421,5.0,0.0925925925925925,42-47
1972,1989,20,1,Travel_Frequently,Sales,4.970968,3,Marketing,Male,3,Sales Executive,Single,48264.16293216,1.0,20,0,2.0,3,2,0,2,8.581112226684445,10.07611111111111,2136.696944444445,2.19490589403,15,4.0,4.0,3.0,2,4,22.588211705759235,5.593680484766968,6.0,0.125,18-23
1973,1990,21,1,Travel_Rarely,Research & Development,0.621371,4,Life Sciences,Male,1,Manager,Single,80463.493341,1.0,18,0,1.0,2,1,1,0,6.218198348951112,7.227777777777778,1548.3313888888888,1.654325191082778,16,3.0,1.0,2.0,3,3,51.96787581677982,0.9649097155307184,1.5,0.3333333333333333,18-23
1974,1991,46,0,Travel_Rarely,Sales,7.456452,3,Marketing,Female,3,Healthcare Representative,Divorced,124603.46683092,8.0,12,1,19.0,6,16,1,7,10.70648929049528,11.813611111111111,2665.915833333333,1.7162767939022223,6,4.0,1.0,3.0,3,3,46.739460140840905,1.120815579636645,5.0,0.1052631578947368,42-47
1975,1992,51,1,Travel_Rarely,Sales,14.291533,3,Medical,Female,2,Research Scientist,Married,268518.17206368,9.0,20,0,18.0,2,10,2,7,8.127032574743334,9.55638888888889,2023.631111111111,2.15257579119,16,1.0,3.0,4.0,3,4,132.69126501827958,1.4765536977534486,1.3333333333333333,0.5,48-53
1976,1993,28,1,Non-Travel,Research & Development,11.806049,4,Life Sciences,Female,4,Laboratory Technician,Single,72981.43344072,1.0,17,1,10.0,4,10,1,9,7.183232931726668,8.21888888888889,1788.625,1.2662208897761114,7,2.0,1.0,2.0,2,3,40.80309368409812,0.5568523307009761,4.5,0.05,24-29
