EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,MeanHrsWorked,MaxHrsWorked,SumHrsWorked,StdHrsWorked,SickDays,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating
1637,57,No,Travel_Rarely,Research & Development,1.242742,2,Life Sciences,1,Male,4,Research Scientist,Divorced,7321.82956722,3.0,Y,12,8,1,32.0,3,1,0,0,6.082301427933889,7.2572222222222225,1514.4930555555557,1.2881372419591668,10,1.0,4.0,2.0,3,3
1638,50,No,Travel_Rarely,Sales,6.21371,4,Life Sciences,1,Female,3,Manager,Married,5558.13481419,0.0,Y,12,8,0,28.0,3,27,15,7,6.770869031682223,8.218055555555557,1685.9463888888888,1.7421336269680556,15,2.0,3.0,3.0,3,3
1639,30,No,Non-Travel,Sales,6.21371,2,Life Sciences,1,Male,3,Laboratory Technician,Single,21921.3673056,0.0,Y,22,8,1,12.0,3,11,6,7,5.6852867023650004,7.2325,1415.6363888888889,1.8410413067227778,23,3.0,4.0,2.0,3,4
1640,60,No,Travel_Frequently,Research & Development,9.941936,3,Life Sciences,1,Female,4,Laboratory Technician,Married,2715.78803643,4.0,Y,20,8,0,22.0,4,18,13,11,6.568506247210834,8.18138888888889,1635.5580555555555,2.0724152522197223,22,3.0,1.0,4.0,3,4
1641,47,No,Travel_Rarely,Research & Development,0.621371,3,Technical Degree,1,Male,5,Manufacturing Director,Divorced,15755.9827509,5.0,Y,16,8,2,20.0,2,5,0,4,7.235288933511667,8.673055555555557,1801.5869444444445,2.0450576358369448,18,1.0,4.0,3.0,2,3
1642,46,No,Travel_Rarely,Sales,2.485484,1,Technical Degree,1,Male,1,Laboratory Technician,Married,7793.231851439999,6.0,Y,21,8,1,26.0,3,3,0,1,6.490909192324722,7.623333333333333,1616.236388888889,1.4355865227141669,11,1.0,3.0,1.0,2,4
1643,35,No,Travel_Rarely,Research & Development,9.320565,2,Medical,1,Female,2,Laboratory Technician,Single,6276.84913422,0.0,Y,12,8,1,6.0,2,5,4,3,6.083810798750555,7.275,1514.868888888889,1.6732973960425002,17,4.0,3.0,3.0,3,3
1644,54,No,Travel_Rarely,Research & Development,1.242742,4,Medical,1,Male,2,Human Resources,Single,10377.816789059998,7.0,Y,11,8,3,19.0,2,1,0,0,7.4609772423025,8.526111111111112,1857.7833333333333,1.3051139641258334,7,3.0,3.0,3.0,3,3
1645,34,No,Travel_Rarely,Sales,4.970968,2,Life Sciences,1,Male,1,Laboratory Technician,Divorced,2831.89697343,3.0,Y,11,8,2,14.0,2,7,5,7,7.366678937973889,8.329444444444446,1834.3030555555556,1.3702321356872225,8,4.0,3.0,3.0,4,3
1646,46,No,Travel_Rarely,Research & Development,1.242742,3,Life Sciences,1,Male,1,Healthcare Representative,Married,10260.546762689999,2.0,Y,18,8,0,15.0,3,3,1,2,9.072337126282779,10.13861111111111,2259.011944444445,1.195316167845,4,3.0,4.0,3.0,2,3
1647,31,No,Travel_Rarely,Research & Development,4.349597,3,Life Sciences,1,Male,2,Research Director,Divorced,6203.7005039099995,1.0,Y,14,8,1,13.0,3,13,0,8,6.256866354306111,7.195277777777778,1557.9597222222221,1.0268089911111111,6,3.0,2.0,4.0,3,3
1648,33,Yes,Travel_Rarely,Research & Development,6.21371,3,Life Sciences,1,Female,4,Research Director,Married,7811.80928136,7.0,Y,22,8,0,15.0,2,7,7,7,8.236645470771945,9.377777777777778,2050.924722222222,1.531403489932778,8,2.0,3.0,4.0,2,4
1649,33,Yes,Travel_Rarely,Sales,3.106855,4,Marketing,1,Male,2,Research Director,Divorced,7723.56648924,7.0,Y,25,8,0,8.0,5,4,1,3,6.679244756804722,7.946666666666666,1663.1319444444443,1.53137720543,12,1.0,4.0,3.0,3,4
1650,30,No,Travel_Rarely,Research & Development,1.242742,3,Life Sciences,1,Male,1,Sales Executive,Single,5631.2834445,0.0,Y,12,8,1,4.0,4,3,1,2,6.302609326193612,7.3725,1569.3497222222222,1.26469472413,9,4.0,2.0,3.0,3,3
1651,35,No,Travel_Rarely,Research & Development,7.4564520000000005,2,Medical,1,Female,2,Sales Representative,Married,3261.50004033,4.0,Y,23,8,1,10.0,2,8,0,0,8.479609549308334,9.760555555555555,2111.422777777778,1.9336996341725001,12,4.0,3.0,3.0,1,4
1652,31,Yes,Travel_Frequently,Research & Development,13.670162,2,Medical,1,Female,2,Sales Executive,Married,6605.437425929999,3.0,Y,15,8,2,12.0,2,1,0,0,6.450489736724444,7.44,1606.1719444444445,1.0627183100005557,6,1.0,3.0,3.0,2,3
1653,34,Yes,Travel_Frequently,Sales,10.563307,1,Marketing,1,Male,1,Research Director,Divorced,2323.3398293699997,9.0,Y,22,8,1,11.0,5,3,0,2,10.677703034359446,11.838611111111112,2658.7480555555558,1.8400589934675,7,2.0,1.0,3.0,4,4
1654,42,No,Travel_Frequently,Research & Development,1.242742,4,Medical,1,Female,1,Research Scientist,Married,3456.56305449,4.0,Y,15,8,3,8.0,3,2,2,0,7.688128067826667,8.569166666666668,1914.3438888888888,0.8979089486261111,3,2.0,3.0,3.0,2,3
1655,36,No,Non-Travel,Research & Development,1.8641130000000001,4,Medical,1,Male,1,Research Scientist,Single,4673.384714249999,1.0,Y,11,8,0,10.0,3,10,9,7,6.709837126282778,8.198055555555557,1670.7494444444444,1.8987976166147222,18,2.0,4.0,2.0,3,3
1656,22,Yes,Travel_Frequently,Research & Development,4.349597,3,Medical,1,Female,2,Laboratory Technician,Single,4394.72326545,5.0,Y,13,8,2,4.0,2,2,1,2,6.085384872824445,7.366388888888889,1515.2608333333333,1.5165118887597224,14,3.0,3.0,3.0,3,3
1657,48,No,Travel_Rarely,Research & Development,3.7282260000000003,3,Medical,1,Male,1,Laboratory Technician,Married,12602.464021979999,2.0,Y,14,8,1,14.0,6,9,6,7,6.3591231593036115,7.593055555555556,1583.4216666666666,1.6936023997058336,16,2.0,4.0,3.0,3,3
1658,55,No,Travel_Rarely,Research & Development,0.621371,3,Medical,1,Female,1,Sales Executive,Single,13969.066210469999,3.0,Y,11,8,0,37.0,5,10,7,7,7.160384872824445,8.137500000000001,1782.9358333333332,1.2484235358458333,7,1.0,2.0,3.0,3,3
1659,41,No,Non-Travel,Research & Development,1.8641130000000001,2,Life Sciences,1,Female,2,Research Scientist,Single,11536.58398032,7.0,Y,17,8,1,16.0,2,14,1,10,5.743733824185556,6.955277777777778,1430.1897222222221,1.6799569066341669,19,4.0,4.0,3.0,2,3
1660,35,No,Travel_Rarely,Research & Development,13.670162,3,Medical,1,Female,1,Sales Representative,Married,3443.7910714199998,9.0,Y,18,8,0,15.0,2,11,6,9,5.535181838464722,6.694166666666667,1378.2602777777777,1.6213399030308333,19,2.0,3.0,,2,3
1661,40,No,Travel_Rarely,Research & Development,9.320565,3,Life Sciences,1,Female,2,Laboratory Technician,Single,2985.16077027,7.0,Y,14,8,0,22.0,1,20,5,13,6.849281570727222,8.152500000000002,1705.4711111111112,1.8255327102102779,16,2.0,3.0,3.0,3,3
1662,39,No,Travel_Frequently,Research & Development,7.4564520000000005,1,Medical,1,Male,1,Research Scientist,Married,11600.44389567,1.0,Y,16,8,1,8.0,3,8,0,7,6.860230923694723,8.073055555555555,1708.1975,1.364350703505278,9,3.0,3.0,3.0,3,3
1663,31,No,Travel_Rarely,Research & Development,0.621371,4,Life Sciences,1,Male,3,Research Director,Single,7131.41091054,4.0,Y,13,8,2,10.0,2,6,0,5,8.503131414546946,9.396666666666667,2117.2797222222225,1.2517764506805555,5,2.0,4.0,4.0,2,3
1664,42,No,Travel_Rarely,Research & Development,3.106855,3,Medical,1,Male,3,Sales Executive,Married,6258.271704299999,1.0,Y,14,8,0,10.0,3,10,5,8,10.168568719321668,11.54861111111111,2531.973611111111,2.5034662667394447,14,4.0,1.0,2.0,3,3
1665,45,No,Travel_Rarely,Research & Development,1.242742,1,Medical,1,Female,4,Sales Executive,Married,5113.43758548,0.0,Y,23,8,0,9.0,2,8,3,7,6.8004506916552785,8.197777777777778,1693.3122222222223,2.088528260251111,21,4.0,2.0,4.0,3,4
1666,26,Yes,Travel_Frequently,Research & Development,1.242742,1,Life Sciences,1,Female,2,Laboratory Technician,Divorced,6958.40859441,0.0,Y,12,8,0,8.0,3,7,1,0,8.947727576974446,9.901388888888889,2227.984166666667,1.4426047813341667,6,2.0,3.0,2.0,3,3
1667,29,No,Travel_Rarely,Research & Development,3.106855,3,Medical,1,Male,1,Research Scientist,Divorced,5956.3884681,4.0,Y,11,8,0,8.0,3,3,1,2,6.897238955823056,8.15888888888889,1717.4125,1.8950407429572222,17,4.0,4.0,4.0,2,3
1668,33,No,Travel_Rarely,Research & Development,9.941936,3,Medical,1,Female,1,Laboratory Technician,Divorced,2426.6767833000004,4.0,Y,16,8,0,10.0,2,6,0,5,7.051492637215278,8.164444444444445,1755.8216666666667,1.5517883186325,11,1.0,3.0,3.0,3,3
1669,31,No,Travel_Rarely,Research & Development,1.242742,4,Life Sciences,1,Female,1,Sales Executive,Divorced,3377.60897733,9.0,Y,14,8,2,10.0,2,5,0,1,6.1679562695225005,7.745,1535.8211111111111,1.848584126459167,20,3.0,4.0,2.0,3,3
1670,18,Yes,Travel_Frequently,Research & Development,1.242742,3,Technical Degree,1,Male,1,Sales Executive,Single,4026.65793516,1.0,Y,18,8,2,0.0,4,0,0,0,9.029596162427223,9.92361111111111,2248.3694444444445,1.190372588228889,4,2.0,2.0,3.0,4,3
1671,40,No,Non-Travel,Research & Development,0.621371,4,Technical Degree,1,Female,2,Laboratory Technician,Divorced,3562.22218716,3.0,Y,19,8,0,20.0,3,1,0,1,6.634030566711112,7.648055555555556,1651.8736111111111,1.3876967619266667,10,3.0,1.0,3.0,2,3
1672,41,No,Non-Travel,Research & Development,14.291533,3,Life Sciences,1,Male,2,Manufacturing Director,Single,3100.1086179,2.0,Y,15,8,2,10.0,2,8,0,7,8.677896028558612,10.089166666666667,2160.7961111111113,2.3727678991022225,17,1.0,3.0,3.0,2,3
1673,26,No,Travel_Rarely,Research & Development,5.592339,4,Medical,1,Male,3,Healthcare Representative,Divorced,3126.81367341,5.0,Y,17,8,3,8.0,3,0,0,0,5.658498438197223,6.656944444444444,1408.966111111111,1.4122059722802778,14,1.0,3.0,3.0,2,3
1674,35,No,Travel_Rarely,Research & Development,9.941936,4,Medical,1,Male,2,Human Resources,Single,11060.53733862,1.0,Y,15,8,0,5.0,2,5,0,3,6.134292726461389,7.2875,1527.4388888888889,1.0967590241097223,7,1.0,3.0,3.0,2,3
1675,34,No,Travel_Rarely,Research & Development,16.155646,3,Medical,1,Male,1,Laboratory Technician,Single,6080.62503069,1.0,Y,19,8,1,10.0,3,10,5,7,5.869509147701667,7.2941666666666665,1461.5077777777778,1.8513841980672223,22,4.0,4.0,3.0,2,3
1676,26,Yes,Travel_Rarely,Sales,0.621371,3,Marketing,1,Female,2,Manufacturing Director,Single,2816.80281162,1.0,Y,22,8,0,1.0,3,1,0,0,8.534615127175279,9.6525,2125.119166666667,1.260787443241111,5,3.0,4.0,1.0,1,4
1677,37,No,Travel_Rarely,Research & Development,4.970968,1,Life Sciences,1,Male,1,Sales Executive,Single,4868.44772841,4.0,Y,16,8,1,12.0,5,6,1,2,7.2152744310575,8.217222222222222,1796.6033333333332,1.2647205352208335,7,2.0,4.0,4.0,3,3
1678,46,No,Travel_Frequently,Research & Development,2.485484,1,Medical,1,Male,5,Human Resources,Married,3379.93115607,5.0,Y,13,8,0,28.0,3,2,1,2,5.771153502900278,7.01,1437.0172222222222,1.545046170771389,16,1.0,3.0,2.0,3,3
1679,41,No,Travel_Rarely,Research & Development,14.912904000000001,1,Life Sciences,1,Male,1,Research Director,Married,3089.65881357,7.0,Y,14,8,1,22.0,2,18,11,8,7.034967648371111,8.431944444444445,1751.7069444444444,2.214862231788056,22,2.0,,3.0,3,3
1680,37,No,Non-Travel,Research & Development,4.349597,2,Medical,1,Male,1,Sales Executive,Divorced,2354.6892423599998,1.0,Y,16,8,1,9.0,3,9,7,7,6.917856983489445,8.228333333333333,1722.546388888889,2.0121347024844445,19,1.0,2.0,3.0,3,3
1681,52,No,Travel_Rarely,Sales,1.242742,1,Medical,1,Male,1,Laboratory Technician,Divorced,11587.671912599999,3.0,Y,11,8,1,18.0,2,10,6,9,8.896499330655834,9.752222222222223,2215.2283333333335,1.3042834632800002,5,4.0,1.0,3.0,3,3
1682,32,Yes,Non-Travel,Research & Development,4.349597,2,Life Sciences,1,Female,2,Research Director,Married,3829.2727422599996,8.0,Y,22,8,0,6.0,4,4,1,2,5.671687862561112,6.683888888888889,1412.2502777777777,1.4167388369272222,14,4.0,3.0,3.0,2,4
1683,24,No,Travel_Frequently,Sales,13.670162,3,Life Sciences,1,Female,1,Healthcare Representative,Married,3407.7973009499997,0.0,Y,14,8,2,3.0,5,2,2,1,5.566190316822778,6.786666666666667,1385.981388888889,1.5355931367377778,17,4.0,4.0,3.0,2,3
1684,38,No,Travel_Rarely,Research & Development,3.106855,3,Life Sciences,1,Female,1,Research Scientist,Married,17912.12571099,3.0,Y,16,8,1,18.0,2,1,0,0,5.508749442213055,6.7625,1371.6786111111112,1.6993381355741668,21,3.0,3.0,3.0,3,3
1685,37,No,Travel_Rarely,Research & Development,0.621371,4,Technical Degree,1,Female,5,Research Scientist,Married,4579.33647528,6.0,Y,11,8,2,8.0,3,6,4,3,6.392993083444723,7.756111111111111,1591.8552777777777,1.8126751130238892,18,2.0,2.0,2.0,3,3
1686,49,No,Travel_Rarely,Sales,13.048791,1,Life Sciences,1,Male,1,Sales Executive,Divorced,4657.1294630699995,1.0,Y,18,8,2,31.0,2,31,0,9,10.580665997322502,11.7375,2634.5858333333335,1.5505868927294444,5,4.0,3.0,3.0,1,3
1687,24,No,Travel_Rarely,Sales,0.621371,3,Marketing,1,Female,1,Sales Executive,Married,3955.8314835899996,1.0,Y,15,8,2,6.0,2,6,1,4,8.501811691209166,9.722777777777777,2116.9511111111115,2.0984990770925003,14,2.0,4.0,3.0,2,3
1688,26,No,Travel_Rarely,Research & Development,11.806049,4,Technical Degree,1,Female,4,Sales Executive,Married,13926.105903779999,1.0,Y,14,8,1,6.0,6,5,1,4,6.760929272646111,8.208055555555557,1683.471388888889,2.0731477090294446,21,1.0,2.0,4.0,3,3
1689,24,No,Travel_Rarely,Sales,4.349597,3,Medical,1,Female,1,Laboratory Technician,Married,1430.4621038399998,1.0,Y,12,8,0,1.0,4,1,0,0,6.596010709504445,7.720555555555555,1642.4066666666668,1.1626746034494446,7,4.0,2.0,3.0,1,3
1690,50,No,Travel_Frequently,Sales,1.242742,2,Marketing,1,Male,1,Sales Executive,Married,3436.8245351999994,1.0,Y,14,8,3,32.0,2,32,10,7,6.583152610441667,7.538611111111111,1639.205,1.1551904054622224,7,1.0,2.0,3.0,3,3
1691,25,No,Travel_Rarely,Research & Development,1.242742,3,Life Sciences,1,Male,1,Research Scientist,Married,22169.84043078,1.0,Y,16,8,0,7.0,3,7,0,6,7.227138554216666,8.254166666666668,1799.5575,1.1736254283777778,6,2.0,3.0,3.0,2,3
1692,24,Yes,Travel_Frequently,Research & Development,1.242742,3,Medical,1,Male,2,Research Scientist,Married,4550.30924103,1.0,Y,21,8,0,6.0,3,6,1,2,10.059407630521946,11.599722222222223,2504.7925,2.7439384831138893,17,1.0,3.0,3.0,3,4
1693,30,Yes,Travel_Frequently,Research & Development,5.592339,3,Other,1,Male,2,Healthcare Representative,Married,7924.434950249999,1.0,Y,14,8,0,1.0,2,1,0,0,6.444581659973056,7.6594444444444445,1604.7008333333333,1.8237204469825001,18,2.0,1.0,4.0,3,3
1694,34,No,Travel_Rarely,Sales,3.7282260000000003,2,Life Sciences,1,Male,4,Research Director,Married,11898.843863760001,1.0,Y,12,8,1,6.0,4,6,1,3,8.38110107095028,9.64,2086.894166666667,2.067858258618889,14,2.0,4.0,3.0,3,3
1695,31,Yes,Travel_Rarely,Research & Development,5.592339,1,Medical,1,Female,1,Sales Representative,Divorced,21999.16029339,2.0,Y,12,8,2,9.0,2,3,1,2,6.106849620705001,7.520555555555555,1520.6055555555556,1.9242415796825,22,2.0,1.0,1.0,2,3
1696,35,No,Travel_Rarely,Research & Development,1.242742,3,Life Sciences,1,Female,5,Sales Executive,Single,2898.0790675199996,4.0,Y,17,8,3,9.0,3,3,0,2,7.7671519410975005,8.824444444444445,1934.0208333333333,0.9077133359052779,3,1.0,4.0,3.0,3,3
1697,31,No,Travel_Rarely,Sales,0.621371,3,Marketing,1,Female,2,Sales Executive,Divorced,7506.44277705,4.0,Y,17,8,0,13.0,3,7,5,7,6.033902275769723,6.973333333333334,1502.4416666666666,1.2682394878494445,10,1.0,4.0,4.0,3,3
1698,27,No,Travel_Rarely,Sales,13.670162,4,Medical,1,Male,1,Sales Representative,Divorced,2561.3631502199996,0.0,Y,14,8,1,6.0,4,5,0,3,7.286397813476111,8.743611111111113,1814.3130555555556,2.0605013228477778,18,1.0,3.0,2.0,3,3
1699,37,No,Travel_Rarely,Sales,5.592339,4,Marketing,1,Female,2,Laboratory Technician,Married,2422.03242582,4.0,Y,14,8,0,17.0,3,3,1,0,8.694279339580278,9.759444444444444,2164.875555555556,1.4029586248750001,6,4.0,3.0,2.0,3,3
1700,20,No,Travel_Rarely,Research & Development,10.563307,4,Medical,1,Female,1,Sales Representative,Single,2662.37792541,1.0,Y,13,8,2,1.0,3,1,0,0,6.809077420794167,7.856111111111111,1695.4602777777777,1.4275921177797224,10,4.0,2.0,4.0,1,3
1701,42,No,Travel_Rarely,Research & Development,17.398388,4,Life Sciences,1,Female,2,Manufacturing Director,Married,3071.08138365,1.0,Y,15,8,0,10.0,5,10,2,2,7.204763498438056,8.3475,1793.986111111111,1.5130454707127778,10,3.0,4.0,3.0,3,3
1702,43,No,Travel_Rarely,Research & Development,6.21371,5,Technical Degree,1,Female,2,Sales Executive,Divorced,3115.20277971,4.0,Y,11,8,0,21.0,3,1,0,0,8.335877956269444,9.674166666666666,2075.633611111111,1.8192979206483333,11,2.0,4.0,2.0,3,3
1703,38,No,Travel_Rarely,Human Resources,1.242742,4,Medical,1,Male,1,Human Resources,Single,2338.43399118,3.0,Y,17,8,1,8.0,5,0,0,0,6.358370147255556,7.6275,1583.2341666666666,1.6950160473669447,16,3.0,1.0,2.0,4,3
1704,43,No,Travel_Frequently,Sales,2.485484,3,Medical,1,Female,2,Healthcare Representative,Divorced,3969.7645560299998,3.0,Y,11,8,1,10.0,5,8,4,7,8.590515394912778,9.976666666666667,2139.0383333333334,2.1998300250158334,15,4.0,3.0,3.0,3,3
1705,48,No,Travel_Rarely,Research & Development,4.970968,1,Medical,1,Male,2,Laboratory Technician,Married,6242.016453119999,7.0,Y,13,8,1,21.0,3,3,0,2,6.5847043730475,8.059166666666666,1639.5913888888888,1.6931860662552778,15,4.0,1.0,1.0,4,3
1706,44,No,Travel_Rarely,Sales,18.019759,4,Marketing,1,Male,2,Sales Executive,Single,2265.28536087,4.0,Y,22,8,3,10.0,4,2,0,2,6.591118920124723,7.491666666666666,1641.1886111111112,0.8909209640330555,4,1.0,3.0,4.0,4,4
1707,34,No,Travel_Rarely,Research & Development,8.077823,4,Life Sciences,1,Female,1,Laboratory Technician,Divorced,2718.1102151699997,1.0,Y,20,8,2,8.0,3,8,0,6,7.741112226684445,9.054444444444446,1927.5369444444445,2.24630950914,19,3.0,3.0,3.0,2,4
1708,27,Yes,Travel_Rarely,Sales,16.777017,3,Life Sciences,1,Male,2,Research Scientist,Divorced,2662.37792541,0.0,Y,18,8,0,5.0,0,4,0,2,6.296598616688889,7.215833333333333,1567.8530555555556,1.1834027202730557,8,3.0,1.0,3.0,3,3
1709,21,No,Travel_Rarely,Sales,9.941936,2,Life Sciences,1,Male,3,Sales Executive,Single,10131.66584262,1.0,Y,11,8,1,3.0,2,3,1,2,6.677000223114446,8.019166666666667,1662.5730555555556,1.8920188452733335,18,3.0,3.0,3.0,1,3
1710,44,No,Travel_Rarely,Research & Development,1.242742,2,Life Sciences,1,Male,1,Laboratory Technician,Married,4657.1294630699995,4.0,Y,14,8,1,26.0,2,2,0,1,8.272632753235001,9.667222222222222,2059.8855555555556,1.8088110083569444,11,4.0,4.0,4.0,3,3
1711,22,No,Travel_Rarely,Research & Development,1.242742,2,Medical,1,Female,2,Laboratory Technician,Married,22693.49173665,0.0,Y,14,8,0,3.0,3,2,2,2,5.738660196340834,6.788055555555555,1428.9263888888888,1.2695916716855558,11,1.0,3.0,3.0,2,3
1713,32,No,Travel_Rarely,Research & Development,0.621371,1,Life Sciences,1,Female,1,Healthcare Representative,Married,3508.81207614,1.0,Y,16,8,1,6.0,3,6,0,5,9.243154841588334,10.195555555555556,2301.545555555556,1.2241384827244446,4,1.0,4.0,2.0,3,3
1714,30,No,Travel_Frequently,Research & Development,2.485484,5,Technical Degree,1,Male,3,Manager,Divorced,6701.807843639999,1.0,Y,17,8,0,1.0,3,1,0,0,6.719988844265834,8.229722222222223,1673.2772222222222,2.0133938252275,20,3.0,3.0,3.0,3,3
1715,53,No,Travel_Rarely,Research & Development,14.912904000000001,3,Other,1,Female,3,Manager,Single,2634.51178053,7.0,Y,11,8,1,18.0,2,14,8,10,6.848671352074723,7.771111111111111,1705.3191666666667,1.3539953579594446,9,4.0,1.0,4.0,2,3
1716,34,No,Travel_Rarely,Research & Development,0.621371,5,Medical,1,Male,1,Research Scientist,Married,6247.821899969999,1.0,Y,12,8,0,10.0,0,10,8,8,6.778555332440833,8.162777777777778,1687.8602777777778,2.0809135150722224,21,2.0,4.0,2.0,3,3
1717,45,Yes,Travel_Frequently,Research & Development,11.806049,4,Life Sciences,1,Male,3,Research Director,Married,3995.30852217,2.0,Y,13,8,1,5.0,5,1,0,0,7.340396028558612,8.481666666666667,1827.7586111111111,1.4547515705927778,9,1.0,1.0,3.0,3,3
1718,26,No,Travel_Rarely,Research & Development,4.349597,2,Life Sciences,1,Male,1,Manufacturing Director,Married,6332.58142398,1.0,Y,13,8,1,3.0,5,3,0,2,9.281826193663335,10.819444444444445,2311.1747222222225,2.6097646208455556,18,3.0,4.0,3.0,4,3
1719,37,No,Travel_Rarely,Research & Development,2.485484,3,Medical,1,Male,1,Manager,Married,11476.20733308,1.0,Y,14,8,0,10.0,3,10,7,8,5.7309114234713885,7.066944444444444,1426.9969444444444,1.6290335342925002,18,3.0,3.0,3.0,2,3
1720,29,No,Travel_Rarely,Research & Development,1.242742,3,Life Sciences,1,Female,1,Healthcare Representative,Married,4826.648511089999,1.0,Y,17,8,3,6.0,2,6,1,2,6.200130522088334,7.712777777777778,1543.8325,1.9528844084011112,22,2.0,3.0,2.0,3,3
1721,35,No,Travel_Rarely,Research & Development,6.21371,5,Medical,1,Female,4,Laboratory Technician,Single,15625.94074146,1.0,Y,11,8,0,17.0,3,17,11,8,6.322457608210557,7.448055555555555,1574.2919444444444,1.6318198923147225,15,2.0,4.0,3.0,3,3
1722,33,No,Travel_Frequently,Research & Development,4.970968,3,Technical Degree,1,Male,2,Laboratory Technician,Divorced,10529.91949653,3.0,Y,25,8,1,15.0,3,13,4,7,7.225216421240278,8.24138888888889,1799.078888888889,1.4271851437108336,9,3.0,4.0,1.0,3,4
1723,54,No,Travel_Rarely,Research & Development,3.106855,2,Life Sciences,1,Female,2,Sales Executive,Married,4660.61273118,2.0,Y,19,8,1,16.0,4,9,7,1,5.961054216867223,7.079722222222222,1484.3025,1.6457008996663889,17,3.0,2.0,,2,3
1724,36,No,Travel_Rarely,Research & Development,4.970968,3,Life Sciences,1,Male,2,Research Scientist,Divorced,6867.84362355,2.0,Y,13,8,1,13.0,3,3,0,2,10.318504016064168,11.560833333333333,2569.3075,2.024080048471667,9,2.0,2.0,3.0,2,3
1725,27,No,Travel_Rarely,Sales,5.592339,3,Marketing,1,Male,5,Research Director,Single,6958.40859441,0.0,Y,14,8,1,5.0,3,4,1,1,6.437904953145834,7.946111111111111,1603.0383333333334,1.9296474306991667,20,1.0,4.0,3.0,1,3
1726,20,Yes,Travel_Rarely,Research & Development,0.621371,3,Life Sciences,1,Male,5,Sales Representative,Single,7154.63269794,1.0,Y,12,8,3,1.0,2,1,1,1,8.333794065149444,9.54138888888889,2075.114722222222,1.5527201517236113,8,4.0,3.0,3.0,2,3
1727,33,Yes,Travel_Frequently,Research & Development,9.320565,4,Medical,1,Female,1,Laboratory Technician,Single,2793.5810242199996,1.0,Y,11,8,0,10.0,3,10,9,7,9.920391566265002,11.204444444444444,2470.1775,2.2557823014444445,12,1.0,1.0,3.0,3,3
1728,35,No,Non-Travel,Research & Development,1.242742,1,Medical,1,Male,1,Research Scientist,Married,21758.8147938,1.0,Y,19,8,1,1.0,2,1,0,0,6.5053871039713895,7.571111111111111,1619.8413888888888,1.0607681987441668,6,3.0,3.0,3.0,4,3
1729,23,No,Travel_Rarely,Research & Development,1.242742,3,Life Sciences,1,Male,1,Healthcare Representative,Married,8867.23951869,2.0,Y,11,8,1,5.0,3,3,0,2,6.843974788040835,7.823055555555555,1704.1497222222222,1.2827891915422223,8,1.0,1.0,4.0,3,3
1730,25,No,Travel_Rarely,Research & Development,6.835081,3,Medical,1,Male,2,Manufacturing Director,Married,11722.358279519998,0.0,Y,11,8,1,4.0,3,3,1,2,7.521928826416667,8.583333333333334,1872.9602777777777,1.2258738216458334,6,4.0,2.0,3.0,3,3
1731,38,No,Travel_Rarely,Research & Development,9.941936,3,Life Sciences,1,Male,5,Research Scientist,Single,17133.03474372,0.0,Y,20,8,1,8.0,3,7,0,5,6.643232931726668,7.645555555555555,1654.165,1.0871943484875002,6,4.0,4.0,3.0,2,4
1732,29,No,Travel_Frequently,Sales,1.242742,4,Life Sciences,1,Male,4,Healthcare Representative,Divorced,7545.91981563,1.0,Y,18,8,3,10.0,3,10,2,8,7.463161535028889,8.586388888888889,1858.3272222222222,1.5582607934022223,10,2.0,4.0,3.0,2,3
1733,48,No,Travel_Rarely,Research & Development,9.941936,3,Technical Degree,1,Male,1,Sales Executive,Married,11290.433033880001,3.0,Y,13,8,0,12.0,2,2,2,2,6.832829094154167,7.965277777777778,1701.3744444444444,1.4289415871919444,10,2.0,2.0,3.0,4,3
1734,27,No,Travel_Frequently,Sales,2.485484,3,Technical Degree,1,Male,5,Laboratory Technician,Divorced,2547.43007778,1.0,Y,12,8,0,6.0,5,6,0,4,8.436279562695,9.644722222222223,2100.6336111111113,2.0836415539194446,14,4.0,4.0,3.0,3,3
1735,37,No,Travel_Rarely,Research & Development,9.941936,3,Life Sciences,1,Male,3,Manager,Single,3933.77078556,3.0,Y,11,8,0,4.0,2,1,0,0,7.261213743864167,8.31027777777778,1808.0422222222223,1.5138800727694446,10,4.0,4.0,3.0,4,3
1736,50,No,Travel_Rarely,Sales,3.106855,3,Medical,1,Male,1,Laboratory Technician,Married,6354.64212201,1.0,Y,19,8,1,20.0,2,20,3,8,8.538470548861945,10.023333333333333,2126.079166666667,2.2609208062422224,16,4.0,3.0,3.0,4,3
1737,34,No,Travel_Rarely,Research & Development,11.184678,1,Medical,1,Male,1,Healthcare Representative,Single,3138.42456711,1.0,Y,21,8,1,9.0,2,8,7,7,6.509293842034722,7.714166666666666,1620.8141666666668,1.3675049475780556,10,4.0,2.0,4.0,3,4
1738,24,Yes,Travel_Rarely,Research & Development,10.563307,2,Life Sciences,1,Female,1,Healthcare Representative,Single,2903.8845143699996,9.0,Y,12,8,0,4.0,3,2,2,0,7.2924620705041665,8.313611111111111,1815.8230555555556,1.278430408776389,7,1.0,3.0,3.0,1,3
